column_3,column_4,column_1,column,column_2
515675.3696,6937288.981,10.17759284,74.0,185.0
515673.3235,6937291.175,10.03433934,71.0,185.0
515672.8368,6937291.697,10.0,70.28633825,185.0
515672.6415,6937291.907,9.98658818,70.0,185.0
515671.9595,6937292.638,9.979498621,69.0,185.0
515671.502,6937293.129,10.0,68.32930896,185.0
515671.2774,6937293.369,10.01035989,68.0,185.0
515669.2314,6937295.563,10.10294371,65.0,185.0
515668.5494,6937296.295,10.1601298,64.0,185.0
515667.1853,6937297.757,10.31727977,62.0,185.0
515666.5033,6937298.489,10.444819,61.0,185.0
515666.3325,6937298.672,10.5,60.74950925,185.0
515665.8213,6937299.22,10.81758106,60.0,185.0
515665.4275,6937299.642,11.0,59.42269259,185.0
515659.7912,6937305.686,11.0,51.15857737,185.0
515659.6831,6937305.802,10.94851419,51.0,185.0
515659.0011,6937306.533,10.54277117,50.0,185.0
